"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","190","Fetch a Product - Invalid Token","Schedule - Admin Automated","Thu Jun 26 10:44:30 GMT 2025","passed","Thu Jun 26 10:44:30 GMT 2025","Products > Fetch a product","Admin","",""
"","190","Get Customers stats","Schedule - Admin Automated","Thu Jun 26 10:44:41 GMT 2025","passed","Thu Jun 26 10:44:41 GMT 2025","Customers > Get customer stats","Admin","",""
"","212","Create Promotion - Negative number of subscribers","Schedule - Admin Automated","Thu Jun 26 10:44:44 GMT 2025","passed","Thu Jun 26 10:44:44 GMT 2025","Promotions > Create Promotion","Admin","",""
"","169","Create Product - No Auth","Schedule - Admin Automated","Thu Jun 26 10:44:27 GMT 2025","passed","Thu Jun 26 10:44:27 GMT 2025","Products > Create Product","Admin","",""
"","189","Get  a Category - Success","Schedule - Admin Automated","Thu Jun 26 10:44:20 GMT 2025","passed","Thu Jun 26 10:44:20 GMT 2025","Categories > Get Category","Admin","",""
"","226","Get Subscriptions stats","Schedule - Admin Automated","Thu Jun 26 10:44:49 GMT 2025","passed","Thu Jun 26 10:44:49 GMT 2025","Subscriptions > Get Subscription Stats","Admin","",""
"","221","Create Product Group -Empty Description Field","Schedule - Admin Automated","Thu Jun 26 10:44:23 GMT 2025","passed","Thu Jun 26 10:44:23 GMT 2025","Product Groups > Create Product Group","Admin","",""
"","267","Customers","Schedule - Admin Automated","Thu Jun 26 10:44:38 GMT 2025","passed","Thu Jun 26 10:44:39 GMT 2025","Customers > Fetch Customers","Admin","",""
"","316","Fetch Biller Products - Success","Schedule - Admin Automated","Thu Jun 26 10:44:34 GMT 2025","passed","Thu Jun 26 10:44:34 GMT 2025","Aggregators > Services > Fetch Biller Products","Admin","",""
"","178","Fetch Transactions by ID","Schedule - Admin Automated","Thu Jun 26 10:44:50 GMT 2025","passed","Thu Jun 26 10:44:50 GMT 2025","Transactions > Fetch Transactions by ID","Admin","",""
"","169","Get Categories - Invalid token","Schedule - Admin Automated","Thu Jun 26 10:44:20 GMT 2025","passed","Thu Jun 26 10:44:20 GMT 2025","Categories > Get Categories","Admin","",""
"","218","export customers details","Schedule - Admin Automated","Thu Jun 26 10:44:38 GMT 2025","passed","Thu Jun 26 10:44:38 GMT 2025","Customers > Export customer details","Admin","",""
"","211","Create Product - Negative amount","Schedule - Admin Automated","Thu Jun 26 10:44:27 GMT 2025","failed","Thu Jun 26 10:44:27 GMT 2025","Products > Create Product","Admin","",""
